track_id,track_name,artists,track_genre,vibe,popularity,danceability,energy,valence,tempo,acousticness,speechiness,liveness,instrumentalness,loudness,duration_min
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),Sam Smith;Kim Petras,dance,Energetic & Danceable,100,0.714,0.472,0.238,131.121,0.013,0.0864,0.266,4.51e-06,-7.375,2.616
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap;Quevedo,hip-hop,Energetic & Danceable,99,0.621,0.782,0.55,128.033,0.0125,0.044,0.23,0.033,-5.548,3.316
5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,reggaeton,Acoustic & Mellow,98,0.835,0.679,0.85,124.98,0.583,0.0364,0.218,1.98e-06,-5.329,2.711
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),David Guetta;Bebe Rexha,pop,Energetic & Danceable,98,0.561,0.965,0.304,128.04,0.00383,0.0343,0.371,7.07e-06,-3.673,2.921
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,latino,Energetic & Danceable,97,0.65,0.715,0.187,106.672,0.0993,0.253,0.126,0.000291,-5.198,4.062
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Bad Bunny;Chencho Corleone,latino,Energetic & Danceable,97,0.911,0.712,0.425,92.005,0.0901,0.0817,0.0933,2.68e-05,-5.105,2.976
5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,latino,Energetic & Danceable,96,0.801,0.475,0.234,98.047,0.141,0.0516,0.0639,1.73e-05,-8.797,3.551
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,OneRepublic,pop,Energetic & Danceable,96,0.704,0.797,0.825,139.994,0.0826,0.0475,0.0546,0.000745,-5.927,2.475
5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,dance,Energetic & Danceable,96,0.733,0.69,0.31,116.992,0.0635,0.0427,0.105,1.18e-06,-5.529,3.077
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,Bad Bunny;Bomba Estéreo,latino,Energetic & Danceable,95,0.647,0.686,0.268,79.928,0.08,0.0413,0.528,1.34e-06,-5.745,4.305
4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,pop,Energetic & Danceable,95,0.52,0.731,0.662,173.93,0.342,0.0557,0.311,0.00101,-5.338,2.788
6Xom58OOXk2SoU711L2IXO,Moscow Mule,Bad Bunny,reggae,Energetic & Danceable,94,0.804,0.674,0.292,99.968,0.294,0.0333,0.115,1.18e-06,-5.453,4.099
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,pop,Acoustic & Mellow,94,0.44,0.317,0.268,169.914,0.891,0.0531,0.141,4.78e-06,-9.258,3.891
3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,pop,Acoustic & Mellow,93,0.445,0.537,0.131,122.769,0.695,0.04,0.0944,1.65e-05,-8.532,4.073
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,Beyoncé,dance,Energetic & Danceable,93,0.78,0.689,0.642,115.042,0.0368,0.141,0.0698,9.69e-06,-5.668,3.756
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,KAROL G,reggae,Acoustic & Mellow,93,0.87,0.516,0.53,111.005,0.656,0.0541,0.11,0.00823,-8.006,3.503
31i56LZnwE6uSu3exoHjtB,Neverita,Bad Bunny,reggae,Energetic & Danceable,93,0.876,0.498,0.428,122.016,0.0706,0.0478,0.143,0.0,-7.511,2.885
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,rock,Energetic & Danceable,93,0.612,0.807,0.398,124.053,0.0495,0.0336,0.101,0.0177,-2.81,4.007
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,garage,Energetic & Danceable,92,0.464,0.417,0.479,67.528,0.136,0.0256,0.0974,0.022,-9.345,3.066
0mBP9X2gPCuapvpZ7TGDk3,Left and Right (Feat. Jung Kook of BTS),Charlie Puth;Jung Kook;BTS,pop,Acoustic & Mellow,92,0.881,0.592,0.719,101.058,0.619,0.0324,0.0901,1.32e-05,-4.898,2.575
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema;Selena Gomez,pop,Energetic & Danceable,92,0.801,0.806,0.802,106.999,0.382,0.0381,0.114,0.000669,-5.206,3.989
4C6Uex2ILwJi9sZXRdmqXp,Super Freaky Girl,Nicki Minaj,hip-hop,Energetic & Danceable,92,0.95,0.891,0.912,133.01,0.0645,0.241,0.309,1.77e-05,-2.653,2.85
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),Drake;21 Savage,hip-hop,Energetic & Danceable,91,0.529,0.673,0.366,165.921,0.000307,0.175,0.093,2.41e-06,-4.711,3.639
6i1g5ZRmJZAkDwBaUZ3f2i,Caile,Luar La L,latin,Energetic & Danceable,91,0.704,0.756,0.461,121.737,0.298,0.448,0.0852,3.75e-06,-4.948,2.356
79HZAZNnOE97rb2hnI0XQr,LOKERA,Rauw Alejandro;Lyanno;Brray,latin,Energetic & Danceable,91,0.834,0.828,0.58,102.019,0.21,0.0452,0.103,5.91e-06,-2.657,3.255
41oY4WCTj5kccfesTVFnvN,Tarot,Bad Bunny;Jhayco,latino,Energetic & Danceable,91,0.795,0.684,0.419,114.011,0.0225,0.0419,0.658,0.0,-3.971,3.965
0VjIjW4GlUZAMYd2vXMi3b,Blinding Lights,The Weeknd,pop,Energetic & Danceable,91,0.514,0.73,0.334,171.005,0.00146,0.0598,0.0897,9.54e-05,-5.934,3.334
1Fid2jjqsHViMX6xNH70hE,Atlantis,Seafret,folk,Energetic & Danceable,90,0.4,0.479,0.213,166.159,0.0529,0.0308,0.115,2.14e-06,-7.989,3.82
7MXVkk9YMctZqd1Srtv4MB,Starboy,The Weeknd;Daft Punk,pop,Energetic & Danceable,90,0.679,0.587,0.486,186.003,0.141,0.276,0.137,6.35e-06,-7.015,3.841
7DbdUf8aHSYoliSjO6LZv6,"Sex, Drugs, Etc.",Beach Weather,rock,Energetic & Danceable,90,0.572,0.839,0.465,143.969,0.013,0.0377,0.522,0.00976,-5.083,3.28
2rurDawMfoKP4uHyb2kJBt,Te Felicito,Shakira;Rauw Alejandro,latin,Energetic & Danceable,90,0.695,0.636,0.575,174.14,0.234,0.317,0.081,0.0,-4.654,2.871
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,hip-hop,Energetic & Danceable,90,0.637,0.715,0.308,141.872,0.148,0.0455,0.0892,0.0,-4.971,3.51
1ga4PztXOIw1yBbdUt2X8v,GATÚBELA,KAROL G;Maldy,reggaeton,Energetic & Danceable,90,0.627,0.858,0.342,92.523,0.263,0.386,0.21,0.0,-2.824,3.486
4tYFy8ALRjIZvnvSLw5lxN,Party,Bad Bunny;Rauw Alejandro,reggaeton,Energetic & Danceable,90,0.829,0.799,0.471,97.013,0.0151,0.0897,0.242,0.000543,-5.389,3.794
0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,pop,Acoustic & Mellow,90,0.539,0.508,0.227,101.358,0.727,0.0288,0.174,0.0,-6.05,2.962
58HvfVOeJY7lUuCqF0m3ly,MIDDLE OF THE NIGHT,Elley Duhé,pop,Energetic & Danceable,90,0.41,0.611,0.0899,185.727,0.0228,0.0467,0.116,0.0,-8.271,3.074
1797zYiX4cKosMH836X9Gt,La Corriente,Bad Bunny;Tony Dize,reggae,Energetic & Danceable,90,0.663,0.786,0.579,196.12,0.229,0.195,0.219,0.0,-3.51,3.306
4zN21mbAuaD0WqtmaTZZeP,Ferrari,James Hype;Miggy Dela Rosa,house,Energetic & Danceable,90,0.847,0.69,0.692,125.004,0.0127,0.0493,0.0526,6e-05,-7.877,3.111
2eAvDnpXP5W0cVtiI0PUxV,Dandelions,Ruth B.,pop,Energetic & Danceable,90,0.609,0.692,0.454,116.959,0.0157,0.0259,0.0864,0.0,-2.958,3.895
1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,The Weeknd;Gesaffelstein,pop,Energetic & Danceable,90,0.323,0.737,0.155,113.26,0.142,0.0338,0.163,0.000162,-4.008,4.018
75FEaRjZTKLhTrFGsfMUXR,Running Up That Hill (A Deal With God),Kate Bush,singer-songwriter,Acoustic & Mellow,90,0.629,0.547,0.197,108.375,0.72,0.055,0.0604,0.00314,-13.123,4.982
0hquQWY3xvYqN4qtiquniF,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,dance,Energetic & Danceable,90,0.801,0.601,0.74,159.969,0.0777,0.255,0.145,3.23e-05,-7.574,3.048
27ZZdyTSQWI7Cug2d2PkqV,BILLIE EILISH.,Armani White,hip-hop,Energetic & Danceable,89,0.9,0.509,0.765,100.007,0.115,0.257,0.0937,1.67e-06,-6.647,1.655
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,country,Acoustic & Mellow,89,0.369,0.192,0.148,175.212,0.555,0.04,0.0954,8.35e-06,-12.151,3.8
6UelLqGlWMcVH1E5c4H7lY,Watermelon Sugar,Harry Styles,pop,Energetic & Danceable,89,0.548,0.816,0.557,95.39,0.122,0.0465,0.335,0.0,-4.209,2.9
5jt25aFjW2kNoBqaEVaz5W,LA INOCENTE,Mora;Feid,latino,Energetic & Danceable,89,0.757,0.789,0.464,91.911,0.307,0.0583,0.0717,0.0,-3.46,3.37
4SqWKzw0CbA05TGszDgMlc,I Love You So,The Walters,indie,Acoustic & Mellow,89,0.575,0.648,0.466,75.977,0.583,0.0358,0.115,0.0,-4.891,2.671
1DIXPcTDzTj8ZMHt3PDt8p,Gangsta's Paradise,Coolio;L.V.,funk,Energetic & Danceable,89,0.647,0.514,0.386,79.975,0.0655,0.0593,0.398,0.0,-10.05,4.012
5QO79kh1waicV47BqGRL3g,Save Your Tears,The Weeknd,pop,Energetic & Danceable,89,0.68,0.826,0.644,118.051,0.0212,0.0309,0.543,1.24e-05,-5.487,3.594
1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,hip-hop,Energetic & Danceable,89,0.836,0.743,0.722,108.966,0.0995,0.0656,0.335,0.0,-6.305,3.197
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,rock,Energetic & Danceable,89,0.773,0.742,0.571,114.071,0.0206,0.046,0.0754,0.0,-3.678,2.754
59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future;Drake;Tems,hip-hop,Energetic & Danceable,89,0.463,0.642,0.339,83.389,0.314,0.34,0.0686,0.0,-4.474,3.165
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,pop,Energetic & Danceable,89,0.591,0.764,0.478,169.928,0.0383,0.0483,0.103,0.0,-5.484,2.363
0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),Billie Eilish;Khalid,pop,Acoustic & Mellow,89,0.351,0.296,0.12,115.284,0.934,0.0333,0.095,0.0,-10.109,3.336
3fjN3y5x4hN53rykAN2LHQ,cómo dormiste?,Rels B,latino,Energetic & Danceable,89,0.627,0.429,0.565,126.426,0.238,0.234,0.122,0.0,-8.255,1.876
7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),Calvin Harris;Dua Lipa,pop,Energetic & Danceable,89,0.791,0.862,0.592,123.994,0.037,0.11,0.0814,2.19e-05,-3.24,3.581
72yP0DUlWPyH8P7IoxskwN,Hold Me Closer,Elton John;Britney Spears,piano,Energetic & Danceable,89,0.667,0.75,0.486,126.041,0.0746,0.0906,0.197,0.000198,-4.602,3.371
09mEdoA6zrmBPgTEN5qXmN,Call Out My Name,The Weeknd,pop,Energetic & Danceable,89,0.461,0.593,0.175,134.17,0.17,0.0356,0.307,0.0,-4.954,3.806
0pqnGHJpmpxLKifKRmU6WP,Believer,Imagine Dragons,rock,Energetic & Danceable,88,0.776,0.78,0.666,124.949,0.0622,0.128,0.081,0.0,-4.374,3.406
6Uj1ctrBOjOas8xZXGqKk4,Woman,Doja Cat,dance,Energetic & Danceable,88,0.824,0.764,0.881,107.998,0.0888,0.0854,0.117,0.00294,-4.175,2.877
5wANPM4fQCJwkGd4rN57mH,drivers license,Olivia Rodrigo,pop,Acoustic & Mellow,88,0.561,0.431,0.137,143.875,0.768,0.0578,0.106,1.42e-05,-8.81,4.034
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,Eminem,hip-hop,Energetic & Danceable,88,0.908,0.669,0.662,112.238,0.00286,0.0738,0.237,0.0,-2.827,4.839
6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")",Pritam;Arijit Singh;Amitabh Bhattacharya,indian,Acoustic & Mellow,88,0.577,0.574,0.436,94.009,0.572,0.0278,0.1,0.0,-6.525,4.469
02MWAaffLxlfxAUY7c5dvx,Heat Waves,Glass Animals,pop,Acoustic & Mellow,88,0.761,0.525,0.531,80.87,0.44,0.0944,0.0921,6.7e-06,-6.9,3.98
0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin;Bad Bunny,latino,Energetic & Danceable,88,0.754,0.646,0.429,176.089,0.152,0.317,0.108,1.85e-05,-5.795,4.043
6I3mqTwhRpn34SLVafSH7G,Ghost,Justin Bieber,pop,Energetic & Danceable,88,0.601,0.741,0.441,153.96,0.185,0.0478,0.415,2.91e-05,-5.569,2.553
5O2P9iiztwhomNh8xkR9lJ,Night Changes,One Direction,pop,Acoustic & Mellow,88,0.672,0.52,0.37,120.001,0.859,0.0353,0.115,0.0,-7.747,3.777
2TktkzfozZifbQhXjT6I33,Evergreen (You Didn’t Deserve Me At All),Omar Apollo,soul,Acoustic & Mellow,88,0.697,0.336,0.31,82.029,0.598,0.0424,0.107,0.00528,-10.395,3.611
4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,pop,Energetic & Danceable,88,0.563,0.664,0.688,166.928,0.335,0.154,0.0849,0.0,-5.044,2.969
4RVwu0g32PAqgUiJoXsdF8,Happier Than Ever,Billie Eilish,pop,Acoustic & Mellow,88,0.332,0.225,0.297,81.055,0.767,0.0348,0.128,0.00349,-8.697,4.982
0BxE4FqsDD1Ot4YuBXwAPp,505,Arctic Monkeys,rock,Energetic & Danceable,88,0.526,0.866,0.248,140.266,0.00287,0.0568,0.0945,7.78e-05,-5.822,4.226
7fBv7CLKzipRk6EC6TWHOB,The Hills,The Weeknd,pop,Energetic & Danceable,88,0.585,0.564,0.137,113.003,0.0671,0.0515,0.135,0.0,-7.063,4.038
3rmo8F54jFF8OgYsqTxm5d,Bad Habits,Ed Sheeran,pop,Energetic & Danceable,88,0.807,0.893,0.537,126.011,0.0451,0.0347,0.366,2.79e-05,-3.745,3.846
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,hip-hop,Energetic & Danceable,88,0.69,0.521,0.494,100.028,0.324,0.339,0.0534,0.0,-8.492,4.88
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,garage,Energetic & Danceable,88,0.691,0.631,0.8,92.004,0.0483,0.0368,0.104,1.13e-05,-6.478,2.685
7795WJLVKJoAyVoOtCWqXN,I'm Not The Only One,Sam Smith,dance,Acoustic & Mellow,88,0.677,0.485,0.493,82.001,0.529,0.0361,0.0766,2.04e-05,-5.795,3.989
3uUuGVFu1V7jTQL60S1r8z,Where Are You Now,Lost Frequencies;Calum Scott,edm,Acoustic & Mellow,88,0.671,0.636,0.262,120.966,0.515,0.103,0.172,0.000411,-8.117,2.47
5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,pop,Acoustic & Mellow,88,0.38,0.339,0.0849,100.607,0.691,0.0338,0.12,0.0,-7.885,3.82
2HZLXBOnaSRhXStMLrq9fD,Mary On A Cross,Ghost,rock,Energetic & Danceable,88,0.466,0.9,0.561,130.02,0.000235,0.0447,0.103,0.00104,-4.469,4.08
6DoL1yYIwEW7VZMRaJhoJI,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,latino,Energetic & Danceable,88,0.795,0.845,0.769,170.023,0.105,0.135,0.172,1.14e-05,-3.809,4.249
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,pop,Energetic & Danceable,88,0.615,0.534,0.193,135.917,0.106,0.0386,0.0607,1.76e-05,-6.719,3.94
2gYj9lubBorOPIVWsTXugG,After LIKE,IVE,k-pop,Energetic & Danceable,88,0.68,0.922,0.799,125.014,0.103,0.121,0.0877,0.0,-1.215,2.95
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,indie,Energetic & Danceable,88,0.548,0.532,0.405,85.03,0.186,0.0323,0.217,0.000263,-7.596,4.54
0kTMK4gNFfLXaTb62w1UaJ,BABY OTAKU,Pablo Pesadilla;Polimá Westcoast;Nickoog Clk;Fran C,latino,Energetic & Danceable,88,0.835,0.747,0.432,102.003,0.0492,0.083,0.055,0.0,-4.65,2.941
2Ch7LmS7r2Gy2kc64wv3Bz,Die For You,The Weeknd,pop,Energetic & Danceable,88,0.582,0.525,0.51,133.249,0.111,0.0627,0.134,0.0,-7.163,4.338
10xV5l9nhLvFpR8mqzs0bL,Numb,Marshmello;Khalid,edm,Energetic & Danceable,87,0.912,0.774,0.632,119.966,0.121,0.0455,0.101,0.0127,-4.673,2.593
6tCd8bPvYnceDG7W9M1RMk,Shut Down,BLACKPINK,k-pop,Energetic & Danceable,87,0.813,0.657,0.651,110.053,0.00269,0.0372,0.183,0.0,-6.447,2.931
5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,XXXTENTACION,emo,Acoustic & Mellow,87,0.746,0.251,0.18,139.999,0.782,0.259,0.106,0.00203,-16.169,2.0
4d4ZXH4dr5bYfgErHiZCX2,Dos Mil 16,Bad Bunny,latino,Energetic & Danceable,87,0.817,0.67,0.495,130.058,0.123,0.0506,0.128,1.92e-06,-6.534,3.477
6VrQTLzzuyGIYjUDe4kAZk,Un Coco,Bad Bunny,latino,Energetic & Danceable,87,0.839,0.69,0.744,151.991,0.207,0.0615,0.176,8.33e-06,-4.464,3.274
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,synth-pop,Energetic & Danceable,87,0.645,0.795,0.535,112.067,0.347,0.0527,0.104,0.00389,-12.095,4.191
4gzsuuZypVbxs0Af1LSZyB,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy;Bad Bunny;Julieta Venegas,reggaeton,Energetic & Danceable,87,0.639,0.703,0.138,169.888,0.0889,0.0794,0.0865,1.78e-06,-6.33,3.455
62ke5zFUJN6RvtXZgVH0F8,Only Love Can Hurt Like This,Paloma Faith,soul,Energetic & Danceable,87,0.566,0.885,0.304,90.99,0.0958,0.0818,0.334,9.97e-05,-4.528,3.882
3kUq4sBcmxhnOtNysZ9yrp,Feliz Cumpleaños Ferxxo,Feid,latino,Energetic & Danceable,87,0.87,0.55,0.566,95.019,0.102,0.0722,0.293,0.0,-5.537,2.607
0xzI1KAr0Yd9tv8jlIk3sn,Bad Decisions (with BTS & Snoop Dogg),benny blanco;BTS;Snoop Dogg,electro,Energetic & Danceable,87,0.762,0.861,0.955,120.048,0.0185,0.0955,0.264,0.0,-3.296,2.879
4cacyP5c3PMlfnyjpg13xW,Betty (Get Money),Yung Gravy,hip-hop,Energetic & Danceable,87,0.723,0.772,0.58,102.004,0.00524,0.0792,0.367,1.15e-05,-6.784,2.441
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,dance,Energetic & Danceable,87,0.726,0.698,0.867,143.994,0.049,0.0431,0.309,0.0,-4.165,3.891
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,hip-hop,Energetic & Danceable,87,0.949,0.661,0.76,104.504,0.0302,0.0572,0.0454,0.0,-4.244,4.737
7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek;BYOR,house,Energetic & Danceable,87,0.845,0.797,0.422,121.985,0.0582,0.139,0.167,5.57e-06,-4.984,2.525
6HU7h9RYOaPRFeh0R3UeAr,deja vu,Olivia Rodrigo,pop,Acoustic & Mellow,87,0.442,0.612,0.178,180.917,0.584,0.112,0.37,5.7e-06,-7.222,3.592
7qEHsqek33rTcFNT9PFqLf,Someone You Loved,Lewis Capaldi,pop,Acoustic & Mellow,87,0.501,0.405,0.446,109.891,0.751,0.0319,0.105,0.0,-5.679,3.036
5CzixCxDkRXX9mScCmah8O,Un Ratito,Bad Bunny,reggae,Energetic & Danceable,87,0.787,0.546,0.222,93.05,0.305,0.0532,0.122,4.55e-05,-7.094,2.949
0QBzMgT7NIeoCYy3sJCof1,Bam Bam (feat. Ed Sheeran),Camila Cabello;Ed Sheeran,dance,Energetic & Danceable,87,0.756,0.697,0.956,94.996,0.182,0.0401,0.333,0.0,-6.377,3.434
2JPLbjOn0wPCngEot2STUS,Yonaguni,Bad Bunny,latino,Energetic & Danceable,87,0.644,0.648,0.44,179.951,0.276,0.118,0.135,0.0,-4.601,3.445
0tgVpDi06FyKpA1z0VMD4v,Perfect,Ed Sheeran,pop,Energetic & Danceable,87,0.599,0.448,0.168,95.05,0.163,0.0232,0.106,0.0,-6.312,4.39
0e8nrvls4Qqv5Rfa2UhqmO,THATS WHAT I WANT,Lil Nas X,hip-hop,Energetic & Danceable,87,0.737,0.846,0.546,87.981,0.00614,0.22,0.0486,0.0,-4.51,2.398
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,pop,Acoustic & Mellow,87,0.357,0.425,0.27,102.078,0.584,0.0333,0.322,0.0,-7.301,3.301
73vIOb4Q7YN6HeJTbscRx5,Miss You,Oliver Tree;Robin Schulz,alternative,Energetic & Danceable,87,0.587,0.742,0.199,145.007,0.0128,0.0529,0.146,0.00107,-6.64,3.433
5E30LdtzQTGqRvNd7l6kG5,Daddy Issues,The Neighbourhood,rock,Energetic & Danceable,87,0.588,0.521,0.337,85.012,0.0678,0.0329,0.123,0.149,-9.461,4.336
0RDqNCRBGrSegk16Avfzuq,Talk that Talk,TWICE,k-pop,Energetic & Danceable,86,0.772,0.907,0.783,119.973,0.136,0.124,0.334,0.0,-2.438,2.958
1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons;JID;Arcane;League of Legends,rock,Energetic & Danceable,86,0.728,0.783,0.555,77.011,0.237,0.266,0.434,0.0,-4.424,2.89
3PpWCS95gDUDRPko3u1MZ9,Prohibidox,Feid,reggaeton,Energetic & Danceable,86,0.647,0.801,0.517,180.108,0.0451,0.249,0.0628,0.0,-2.946,2.771
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,electro,Acoustic & Instrumental,86,0.704,0.225,0.243,120.006,0.902,0.0994,0.106,0.657,-14.454,4.09
1JSTJqkT5qHq8MDJnJbRE1,Every Breath You Take,The Police,rock,Acoustic & Mellow,86,0.82,0.452,0.74,117.401,0.543,0.0348,0.0714,0.00294,-9.796,4.232
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,The Killers,rock,Energetic & Danceable,86,0.352,0.911,0.236,148.033,0.00121,0.0747,0.0995,0.0,-5.23,3.716
4woTEX1wYOTGDqNXuavlRC,Superman,Eminem;Dina Rae,hip-hop,Energetic & Danceable,86,0.802,0.755,0.58,130.027,0.0215,0.0564,0.295,0.0,-3.138,5.839
1rDQ4oMwGJI7B4tovsBOxc,First Class,Jack Harlow,k-pop,Energetic & Danceable,86,0.905,0.563,0.324,106.998,0.0254,0.102,0.113,9.71e-06,-6.135,2.899
4xkOaSrkexMciUUogZKVTS,Till I Collapse,Eminem;Nate Dogg,hip-hop,Energetic & Danceable,86,0.548,0.847,0.1,171.447,0.0622,0.186,0.0816,0.0,-3.237,4.963
5uU1uuyaUIBOiiUSQG7Wl3,You Proof,Morgan Wallen,country,Energetic & Danceable,86,0.731,0.85,0.644,119.706,0.252,0.0336,0.605,0.0,-4.913,2.625
1ei3hzQmrgealgRKFxIcWn,In The Stars,Benson Boone,pop,Acoustic & Mellow,86,0.362,0.54,0.3,78.007,0.338,0.0528,0.139,0.0,-6.031,3.607
2tGvwE8GcFKwNdAXMnlbfl,happier,Olivia Rodrigo,pop,Acoustic & Mellow,86,0.395,0.443,0.338,168.924,0.765,0.133,0.0839,9.67e-06,-9.72,2.932
4iJyoBOLtHqaGxP12qzhQI,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber;Daniel Caesar;Giveon,pop,Energetic & Danceable,86,0.677,0.696,0.464,90.03,0.321,0.119,0.42,0.0,-6.181,3.301
2K7xn816oNHJZ0aVqdQsha,Softcore,The Neighbourhood,alternative,Energetic & Danceable,86,0.575,0.568,0.37,93.986,0.0484,0.03,0.286,0.000417,-5.509,3.438
18asYwWugKjjsihZ0YvRxO,The Motto,Tiësto;Ava Max,dance,Energetic & Danceable,86,0.754,0.763,0.464,117.953,0.0301,0.0435,0.0901,2.23e-05,-4.627,2.747
5fwSHlTEWpluwOM0Sxnh5k,Pepas,Farruko,latino,Energetic & Danceable,86,0.762,0.766,0.442,130.001,0.00776,0.0343,0.128,6.98e-05,-3.955,4.785
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,dance,Energetic & Danceable,86,0.866,0.813,0.969,121.998,0.38,0.0554,0.0779,0.0,-4.063,3.324
3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,indie,Energetic & Danceable,86,0.714,0.8,0.589,134.002,0.127,0.0504,0.359,0.0,-4.808,3.526
44XjoNvtwevktFKjvVe1vH,Andrea,Bad Bunny;Buscabulla,latino,Acoustic & Mellow,86,0.797,0.616,0.451,103.071,0.762,0.375,0.0979,0.000293,-10.229,5.66
2ZRo7axmMPeSVUvDbGkJah,Hope,XXXTENTACION,emo,Acoustic & Mellow,86,0.592,0.457,0.225,146.04,0.661,0.0603,0.146,0.000331,-6.081,1.848
4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,pop,Energetic & Danceable,86,0.695,0.54,0.415,121.932,0.299,0.0493,0.367,0.0,-5.692,2.81
7qiZfU4dY1lWllzX7mPBI3,Shape of You,Ed Sheeran,pop,Acoustic & Mellow,86,0.825,0.652,0.931,95.977,0.581,0.0802,0.0931,0.0,-3.183,3.895
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,pop,Acoustic & Mellow,86,0.532,0.623,0.403,89.937,0.538,0.0331,0.0925,7.28e-05,-9.208,4.365
27NovPIUIRrOZoCHxABJwK,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X;Jack Harlow,pop,Energetic & Danceable,86,0.736,0.704,0.894,149.995,0.0203,0.0615,0.0501,0.0,-7.409,3.533
7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,indie,Instrumental,86,0.345,0.941,0.407,179.626,3.84e-05,0.0466,0.0511,0.633,-9.918,2.451
0ct6r3EGTcMLPtrXHDvVjc,The Nights,Avicii,dance,Energetic & Danceable,86,0.527,0.835,0.654,125.983,0.0166,0.0433,0.249,0.0,-5.298,2.944
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,electro,Acoustic & Mellow,85,0.614,0.318,0.112,119.959,0.896,0.0478,0.0795,0.00239,-12.695,3.016
3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,XXXTENTACION,hip-hop,Acoustic & Mellow,85,0.734,0.57,0.689,129.953,0.847,0.133,0.112,2.14e-05,-7.066,1.591
0Q5VnK2DYzRyfqQRJuUtvi,LOVE DIVE,IVE,k-pop,Energetic & Danceable,85,0.703,0.709,0.538,117.941,0.00379,0.0433,0.333,5.43e-05,-4.169,2.953
