track_id,track_name,artists,track_genre,vibe,popularity,danceability,energy,valence,tempo,acousticness,speechiness,liveness,instrumentalness,loudness,duration_min
2DnfC8ghXPQgn1SKPCCL6S,Mun Andhi,Harris Jayaraj;Karthik,pop-film,Energetic & Danceable,58,0.747,0.532,0.634,136.962,0.286,0.0365,0.103,0.0016,-8.897,6.246
4gM814NneKElxn37F5Ht7G,Last Dance,Eve,anime,Energetic & Danceable,58,0.497,0.838,0.82,176.025,0.000815,0.0463,0.0461,0.0,-2.703,4.008
5Se9PXWc57LRT0zthjI5cG,Woh Kisna Hai,Sukhwinder Singh;Ayesha Darbar;S. P. Sailaja,hip-hop,Energetic & Danceable,58,0.649,0.525,0.494,101.987,0.245,0.0665,0.17,1.2e-05,-11.94,5.953
4Hvf9xIeJWp5p9FkJerQhN,Malare,Vijay Yesudas,pop-film,Acoustic & Mellow,58,0.468,0.501,0.544,82.525,0.752,0.03,0.108,1.21e-05,-10.841,5.276
1w3eUC89GPspKpi62tPwjt,Nàng Thơ,Hoàng Dũng,singer-songwriter,Acoustic & Mellow,58,0.518,0.403,0.194,122.967,0.818,0.0326,0.146,1.7e-06,-8.311,4.241
10sX7AMZOVbM2N0FruoDZS,Walked In,Kevin Powers,sad,Energetic & Danceable,58,0.67,0.517,0.671,162.013,0.0225,0.165,0.148,0.0,-6.707,1.605
5vIcQqiYz1aONkqntTAUTl,Maula Maula,Kunal Ganjawala;Richa Sharma,pop-film,Energetic & Danceable,58,0.494,0.716,0.532,89.479,0.377,0.0675,0.0839,6.03e-06,-6.816,4.073
02yaX0Reb1fQYIQdri4Ow8,Name Drop,Excision;Wooli,dubstep,Energetic & Danceable,58,0.319,0.983,0.28,75.373,0.0079,0.38,0.1,0.00144,-0.48,3.813
2ygHwkk6BE4o1YKF2jhrFX,Hua Hain Aaj Pehli Baar,Amaal Mallik;Armaan Malik;Palak Muchhal,pop-film,Acoustic & Mellow,58,0.495,0.729,0.683,155.892,0.6,0.103,0.0993,4.13e-05,-6.453,5.155
5FfRt0NaBuDIHpRgsiCkWu,Anbae Anbae,Hariharan;Anuradha,pop-film,Energetic & Danceable,58,0.684,0.557,0.799,122.009,0.0183,0.0296,0.17,0.0,-11.187,5.54
6TMfIoPi0DdkxRxpARTnUv,Pal Pal Har Pal,Sonu Nigam;Shreya Ghoshal,pop-film,Acoustic & Mellow,58,0.639,0.233,0.607,136.772,0.868,0.0345,0.151,0.0,-12.47,4.552
5iFaTYNw5IN3Ri2KBsH2LV,Bombs Away (Throwback Cypher),dj Shawny,club,Instrumental,58,0.714,0.389,0.702,92.526,0.00179,0.0385,0.178,0.56,-6.689,1.293
5rpHwF87dqpsMchcuknrnW,Daylight,Phlocalyst,jazz,Acoustic & Instrumental,58,0.78,0.334,0.383,91.079,0.77,0.369,0.115,0.83,-12.921,2.879
4mtGAPsQCIlD4ZXdpRi0wf,Chandra (Featuring. Shreya Ghoshal),Ajay-Atul;Shreya Ghoshal,pop-film,Energetic & Danceable,58,0.615,0.748,0.505,135.071,0.412,0.0948,0.0621,0.000288,-8.788,5.261
6W2tmkeuHKaedHhdTPnyVs,說好的幸福呢,Jay Chou,mandopop,Acoustic & Mellow,58,0.543,0.473,0.24,117.61,0.345,0.0282,0.134,0.0,-7.958,4.245
4eaEUmyOmuIkDslaf7xw0f,Body Mind Soul (with Benny Benassi feat. Kyle Reynolds),DVBBS;Benny Benassi;Kyle Reynolds,progressive-house,Energetic & Danceable,58,0.707,0.678,0.442,124.99,0.0309,0.041,0.0814,0.0,-5.755,2.016
31Ep5JVlhdyLe5aj06alAp,Losing Interest - Remix,Stract;Shiloh Dynasty;Burgettii,chill,Acoustic & Mellow,58,0.963,0.417,0.711,114.968,0.635,0.182,0.275,0.00686,-15.525,4.504
3ctaMit7CuiHIPVYrRvm15,Raat Bhar,Arijit Singh;Shreya Ghoshal,pop-film,Energetic & Danceable,58,0.619,0.88,0.392,129.969,0.0173,0.0535,0.166,0.00104,-4.549,5.426
6pW1AQhs75Cc5WTgoRQ8vi,Saaral Mazhaiyaa,Stephen Zechariah;Kaushik Iyer,hip-hop,Acoustic & Mellow,58,0.368,0.571,0.286,99.916,0.557,0.0451,0.889,0.0,-7.475,4.651
4Vfgc4BdSKM2hRlkaRFc9C,Bring It On Home To Me,B.B. King;Paul Carrack,blues,Energetic & Danceable,58,0.425,0.489,0.497,96.777,0.0162,0.0268,0.106,0.000111,-9.063,3.173
7HTH1ppjkkOe7RLoBDKXYJ,Good Day Sunshine - Remastered 2009,The Beatles,psych-rock,Acoustic & Mellow,58,0.77,0.496,0.571,117.331,0.719,0.0468,0.123,0.0,-8.45,2.155
0B2RttXEiyXsMeQ7mMP3EI,Cruel (feat. ZAYN),Snakehips;ZAYN,electro,Energetic & Danceable,58,0.603,0.879,0.318,110.125,0.0184,0.124,0.156,0.0,-4.098,3.804
5GYKdUcKo5iuhHla2ekgS9,Gocce d'acqua,Andrea Binotto,piano,Acoustic & Instrumental,58,0.381,0.0056,0.259,133.188,0.995,0.0443,0.0963,0.904,-28.975,1.829
7l5B1ilLEOxqp9V2LZyKIg,Exhausted,Lxst,sad,Energetic & Danceable,58,0.645,0.71,0.126,165.959,0.38,0.07,0.0916,0.00127,-5.094,2.418
1wjQEAV31X26Za9KRAmqwz,For a Feeling (feat. RHODES),CamelPhat;ARTBAT;RHODES,deep-house,Instrumental,58,0.64,0.903,0.0357,122.016,0.000766,0.0358,0.0636,0.632,-7.577,4.939
7n3u7RrzdXGVcclBEp9aSa,Patience,Chris Cornell,grunge,Energetic & Danceable,58,0.597,0.646,0.364,126.951,0.28,0.0344,0.111,0.0,-7.378,4.219
0w7k0ZhHzkfEBsDmwp49xA,Stay Away,Nirvana,grunge,Energetic & Danceable,58,0.367,0.981,0.205,165.21,5.39e-06,0.128,0.0822,0.0461,-5.1,3.524
5HSBbEUofDbCCZOuXaJ9un,Departure,JON,piano,Acoustic & Instrumental,58,0.426,0.0271,0.164,91.208,0.994,0.0368,0.101,0.699,-26.072,3.067
4U69c6x6vG2ULgUd6tRapG,MAMBO,DIRTYXAN,sad,Energetic & Danceable,58,0.817,0.505,0.735,76.029,0.216,0.119,0.231,2.03e-06,-9.26,2.132
1gV0hgMNdpSWeW7ZjSUKnX,Afterhours feat. Diplo & Nina Sky,TroyBoi;Diplo;Nina Sky,edm,Energetic & Danceable,58,0.74,0.831,0.357,91.026,0.089,0.0423,0.0837,0.0,-3.828,4.593
2pFL6kVGR4PIuPlL2AuAWk,Seasons,Rival;Cadmium;Harley Bird,edm,Energetic & Danceable,58,0.542,0.676,0.48,144.907,0.148,0.0395,0.101,0.0,-7.363,4.138
0DoZ4rU4WmaHcySIJHQY5A,Snowfall in a Forest,Jackson Love,piano,Acoustic & Instrumental,58,0.425,0.00957,0.0965,91.129,0.995,0.044,0.108,0.957,-31.269,2.48
0Ys4J7iim6STsGeLmFLWIo,Smile,Nohidea;Ben Beal;sophie meiers,sad,Acoustic & Mellow,58,0.531,0.487,0.749,75.487,0.911,0.22,0.222,0.00201,-10.321,2.401
7zIWzMjIQGMqg0fal19JBo,Like This,Syn Cole,progressive-house,Energetic & Danceable,58,0.768,0.812,0.814,124.024,0.223,0.0369,0.0676,0.00114,-5.363,2.782
4T9ej7a6gtJyQ5yFRO1vXc,Laredo,Davignon,piano,Acoustic & Instrumental,58,0.407,0.0326,0.184,143.346,0.976,0.0411,0.1,0.927,-26.293,2.792
7Bj5sIMpuI5io0C6EO6BWr,Pumped Up,Klingande,deep-house,Energetic & Danceable,58,0.732,0.734,0.643,123.033,0.00719,0.107,0.34,1.49e-05,-6.423,2.951
25h6NHq2mLaiupkc0XDuBa,Kioque,Akira Kosemura,piano,Acoustic & Instrumental,58,0.448,0.107,0.2,139.33,0.951,0.0321,0.111,0.921,-23.153,2.167
74sYtRs4LCDIpdBP8xDMSP,人芝居,渕上 舞,anime,Energetic & Danceable,58,0.674,0.87,0.86,119.99,0.241,0.0865,0.0875,0.0,-3.607,4.125
3pkIaou3w14ytyKYZbg0hc,DDU-DU DDU-DU (Remix),BLACKPINK,k-pop,Energetic & Danceable,58,0.68,0.906,0.68,145.05,0.0341,0.0734,0.077,7.83e-05,-6.195,3.354
62KDpF0Hv7KJLZrrKXsz8r,Thangamey,Anirudh Ravichander,hip-hop,Energetic & Danceable,58,0.585,0.901,0.62,99.929,0.479,0.0745,0.248,0.0,-5.785,4.376
2zpQ30BpR6teeCeivQoo5p,Motherlover,The Lonely Island;Justin Timberlake,comedy,Energetic & Danceable,58,0.762,0.708,0.639,131.22,0.0191,0.0573,0.145,0.000374,-6.297,2.825
0072MKNpMeJNx8aRfTNfQW,Shaayraana,Pritam;Arijit Singh,indian,Acoustic & Mellow,58,0.604,0.665,0.702,93.963,0.607,0.049,0.0832,1.33e-05,-4.244,4.357
5CteVMD0U8C9WbAWvrNgkN,Chori Kiya Re Jiya,Sonu Nigam;Shreya Ghoshal,pop-film,Acoustic & Mellow,58,0.507,0.585,0.449,132.741,0.475,0.0288,0.317,0.0,-5.367,4.779
5tgLkUlAmTR9FhOzVVfIJS,Silence,Weston Estate,chill,Acoustic & Mellow,58,0.348,0.477,0.181,175.167,0.785,0.188,0.104,0.0,-9.567,2.224
4BRkPBUxOYffM2QXVlq7aC,Taxman - Remastered 2009,The Beatles,psych-rock,Energetic & Danceable,58,0.469,0.596,0.783,133.586,0.0101,0.0749,0.321,0.0,-8.348,2.648
3mLFCocZgUvih60frphM6l,Insane,Sky McCreery,sad,Acoustic & Mellow,58,0.806,0.405,0.329,119.961,0.508,0.0727,0.104,0.0915,-11.277,2.773
6VyUWfImAgTrYAnYWonuhM,Ghost (feat. Ivri),Roderick Porter;Ivri,emo,Acoustic & Instrumental,58,0.673,0.376,0.336,118.033,0.688,0.0407,0.45,0.548,-14.029,2.777
1jOLTO379yIu9aMnCkpMQl,You Never Give Me Your Money - Remastered 2009,The Beatles,psych-rock,Acoustic & Mellow,58,0.335,0.416,0.223,174.464,0.345,0.0348,0.116,0.136,-11.051,4.05
0SlwcOEjRSEdkOD7DRcPvg,Blood Talks,Jordan Sandhu;Zikar Sandhu,hip-hop,Energetic & Danceable,58,0.763,0.735,0.532,89.967,0.154,0.185,0.391,0.0,-3.9,3.133
4ehkZtzPTbjsRULRfQSWYu,Inside Friend (feat. John Mayer),Leon Bridges;John Mayer,blues,Acoustic & Mellow,58,0.693,0.259,0.361,88.972,0.448,0.0372,0.0995,0.000135,-7.918,2.924
1Hy2ZRkFGC3P47r6lDX2sy,Luna,Diljit Dosanjh,pop-film,Energetic & Danceable,58,0.814,0.684,0.893,120.038,0.0426,0.0438,0.0571,1.37e-05,-7.962,3.1
3PHVj8LcrqgZUhS5LPAHc8,Say To Me,WHTKD,deep-house,Energetic & Danceable,58,0.769,0.443,0.589,125.976,0.0103,0.0711,0.106,0.358,-10.857,2.567
7h14W1uQK7sjpVI1oVTobt,Wandering Star,Portishead,trip-hop,Acoustic & Mellow,58,0.639,0.37,0.707,80.152,0.504,0.0723,0.117,0.587,-10.883,4.887
532a4qwtCf56E6qjiAn2EE,ヒミツ恋ゴコロ,CHiCO with HoneyWorks,anime,Energetic & Danceable,58,0.573,0.915,0.894,165.06,0.0754,0.0852,0.336,0.0,-2.513,3.636
424kxlBHkHVxwwMkDlPp1s,Esthetic,Maru Gomes,piano,Acoustic & Instrumental,58,0.364,0.0393,0.195,95.027,0.995,0.0374,0.0897,0.865,-28.813,2.462
6fP7zEaXUaGmzTDyvA79Ng,Nee Paata Madhuram - The Touch of Love,Anirudh Ravichander;Roop Kumar Rathod;Shreya Ghoshal,hip-hop,Energetic & Danceable,58,0.649,0.57,0.506,110.061,0.174,0.029,0.496,1.01e-05,-6.17,4.397
3Oh2FwWbnKIAyUE2gToFYu,Blowing Up,KR$NA,hip-hop,Energetic & Danceable,58,0.842,0.776,0.287,99.019,0.0898,0.103,0.215,0.0,-4.195,4.121
7j02rdE5RVtNcNMuLGY5SS,Spoonful,Howlin' Wolf,acoustic,Acoustic & Mellow,58,0.821,0.376,0.824,119.039,0.669,0.0487,0.106,1.39e-05,-13.622,2.833
3D1PuFi2U8lmtdWRZcCz1f,Body Terror Song,AJJ,acoustic,Acoustic & Mellow,58,0.507,0.399,0.225,115.588,0.871,0.0358,0.113,0.000377,-10.917,2.627
6Uv0QLfMnAteF6KT0Fltbn,Rigid - Kobosil 44 Rush Mix,Rosa Anschütz;Kobosil,techno,Instrumental,58,0.805,0.917,0.27,134.996,0.00086,0.151,0.108,0.625,-5.925,6.882
0WSGIwIEqpfe3jGJ5fZsHr,Don't Wanna Be Without Ya,Penny and Sparrow,acoustic,Acoustic & Mellow,58,0.651,0.86,0.29,115.0,0.609,0.138,0.0735,0.00646,-7.8,3.463
3O9nQmCkiA2VUAqQpkJZhD,Jack Sparrow,The Lonely Island;Michael Bolton,comedy,Energetic & Danceable,58,0.718,0.712,0.42,97.005,0.0225,0.222,0.0442,0.0,-5.242,3.129
7f6YYO3XtJgWiddeVqnhI0,Lady Ground,Luna Bauer,piano,Acoustic & Instrumental,58,0.35,0.0922,0.445,119.252,0.993,0.0426,0.109,0.975,-26.764,2.906
6u8pHCsBSo1rahkWXUxPzW,Trip to Ireland,Dr. Peacock,hardcore,Instrumental,58,0.753,0.991,0.448,99.999,0.198,0.107,0.115,0.761,-1.599,4.065
16hV7KbASg4EWoEymJerRA,Sunbeams,NSH,french,Energetic & Danceable,58,0.654,0.67,0.528,120.028,0.149,0.0403,0.118,0.157,-10.393,2.452
2Q5J3fYP2cPXDQwCsS0OkT,Rowan's Lullaby,Bjarni Erlingursson,piano,Acoustic & Instrumental,58,0.522,0.00941,0.184,112.488,0.992,0.055,0.0999,0.91,-32.631,1.933
4PlkeOWaeaS9e0R2DvZUgc,Perreo y Dembow,Ozuna;El Cherry Scom,reggaeton,Energetic & Danceable,58,0.913,0.722,0.545,110.015,0.0171,0.0576,0.139,0.0978,-2.949,2.7
0T8ImseEmDPO88UTfiIdVr,No Longer Slaves,I AM THEY,world-music,Energetic & Danceable,58,0.525,0.581,0.326,147.708,0.00749,0.028,0.11,5.46e-05,-6.222,3.835
4NSH5KlrNzdH9OBtgsBFpL,Chaconne in sol maggiore : Variazione 9,Lazar Berman,piano,Acoustic & Instrumental,58,0.387,0.00181,0.475,98.691,0.995,0.0632,0.0996,0.919,-43.957,1.064
1jBL8PB3CqDYjR0luCpX00,Rammlied,Rammstein,industrial,Instrumental,58,0.507,0.944,0.0689,104.967,0.000486,0.0577,0.0733,0.521,-4.35,5.311
4LjGJzjSR48S5zsYGnYZ8q,Song Of My Father,Urban Rescue,world-music,Energetic & Danceable,58,0.532,0.447,0.236,92.001,0.137,0.0265,0.0782,0.0,-10.588,4.123
78ntGe4xyecZHg9exQWwK6,Blue And Sentimental,Oscar Peterson,piano,Acoustic & Instrumental,58,0.551,0.114,0.124,70.141,0.977,0.0451,0.141,0.874,-24.78,2.435
2pZsQqXFgcY03vRyZxSQhU,The Heaviest Matter of the Universe,Gojira,french,Energetic & Danceable,58,0.243,0.97,0.243,102.729,2.6e-06,0.0878,0.284,0.0415,-2.518,3.964
2epRW3O5YLwiqcxOdaI4Mm,Major Tom,Peter Schilling,synth-pop,Energetic & Danceable,58,0.791,0.469,0.862,163.065,0.146,0.063,0.108,0.0187,-10.782,4.993
4RcazdOk2fclED0uZ1S2K9,Yesterdays Answer,Volker Anderson,piano,Acoustic & Instrumental,58,0.499,0.0494,0.265,122.134,0.987,0.0409,0.107,0.94,-25.632,2.657
1kjxU1Z1omaqsaS7qh3ZhQ,Je Suis Paix,Selma India,piano,Acoustic & Instrumental,58,0.304,0.0219,0.231,104.09,0.987,0.0324,0.109,0.91,-30.35,3.047
7JPAO45DZOmN2bciVaBia5,世界は恋に落ちている,CHiCO with HoneyWorks,anime,Energetic & Danceable,58,0.627,0.884,0.456,130.061,0.0116,0.0484,0.103,0.0,-4.619,5.214
3xIaUb1WsnrqbJo6CsJMLO,Black - Live MTV Unplugged,Pearl Jam,grunge,Energetic & Danceable,58,0.363,0.553,0.0908,142.865,0.00754,0.0299,0.909,1e-05,-7.698,5.514
6OGpURRDL26WAeouxgnfX9,"L'amour, l'amour, l'amour",Bon Entendeur;Mouloudji,french,Acoustic & Mellow,58,0.581,0.623,0.382,98.052,0.532,0.0887,0.0919,0.0116,-7.767,3.123
3qowDmCLrK4mgwbbFW5unz,Movement,Sanna Aalto,piano,Acoustic & Instrumental,58,0.407,0.0573,0.437,128.937,0.99,0.0483,0.0901,0.944,-28.79,2.9
1ZGmDs16vtSI0nlxDFljFK,PHOENIX,BURNOUT SYNDROMES,anime,Energetic & Danceable,58,0.493,0.947,0.656,137.124,0.111,0.0701,0.345,0.0,-0.717,4.114
3nzL5CIQiCEt6jRt1AlQ9d,Whatever It Takes,Lifehouse,grunge,Energetic & Danceable,58,0.439,0.874,0.527,150.036,0.00571,0.0299,0.176,0.0,-4.165,3.454
367RiGuLVLO3DTer4NuRLJ,When Legends Rise,Godsmack,grunge,Energetic & Danceable,58,0.428,0.914,0.468,124.115,0.000293,0.281,0.0869,1.29e-05,-4.273,2.88
7f0PCIJFVw7U5tbuFH4rb0,Need You,Penny and Sparrow,acoustic,Acoustic & Mellow,58,0.545,0.642,0.555,78.51,0.517,0.0279,0.116,1.75e-06,-7.344,3.155
1acwOlcOCrr0AxdyMS8fEm,from the edge,FictionJunction;LiSA,anime,Energetic & Danceable,58,0.353,0.926,0.157,162.046,0.00138,0.149,0.234,5.92e-05,-3.827,4.644
0oEcok2v13HYAME0zO4m0c,Lag Ja Gale,Rahat Fateh Ali Khan,pop-film,Acoustic & Mellow,58,0.402,0.718,0.673,84.261,0.53,0.045,0.454,0.0,-5.407,3.765
5yZzLyY9SMI3ZjdqpXWYDp,Everybody's Talkin',Fred Neil,psych-rock,Acoustic & Mellow,58,0.671,0.299,0.574,120.112,0.521,0.0315,0.15,0.000288,-13.215,2.743
6qElTDh0OatDTUoROu0vup,"Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain"")",Arijit Singh,pop-film,Acoustic & Mellow,58,0.51,0.612,0.193,150.041,0.412,0.0372,0.156,1.58e-05,-7.629,5.435
7EH1f2Kq0rrKTmT9h1mkDJ,Padichi Parthen,Shankar Mahadevan,pop-film,Energetic & Danceable,58,0.583,0.953,0.584,153.354,0.111,0.281,0.116,0.00111,-6.665,4.341
6GXB5IyqwhZMdyYqpPkW1X,Invincible,Neolux,hardstyle,Instrumental,58,0.506,0.929,0.139,150.064,0.0429,0.0595,0.1,0.602,-4.026,2.953
0oe0UYSKAESBUR12I1ESXQ,Evil Like Me,Kristin Chenoweth;Dove Cameron;Disney,show-tunes,Acoustic & Mellow,58,0.559,0.572,0.369,85.09,0.61,0.0373,0.118,0.0,-4.794,3.744
2YzJaHvzsEb1LzGugXIduK,楓,Jay Chou,mandopop,Acoustic & Mellow,58,0.502,0.435,0.145,134.425,0.76,0.0292,0.135,0.0,-7.177,4.584
4Svpc4QRvDW0J34AE30S9c,In Case You Don't Live Forever,Ben Platt,show-tunes,Acoustic & Mellow,58,0.529,0.307,0.439,139.785,0.851,0.0335,0.104,0.0,-8.24,3.816
5IhtaTempjlVlPmSgI0FQS,Storytime,Nightwish,goth,Energetic & Danceable,58,0.465,0.971,0.483,156.171,0.00366,0.0749,0.326,0.00375,-3.466,5.371
4zCP9shp3aiL68yGQ8v8DE,I Am So Sad... I am So Very Very Sad,Alrahim Wright III,sad,Energetic & Danceable,58,0.779,0.448,0.167,122.062,0.0497,0.333,0.114,0.0,-12.089,1.859
2TxMks82BULr2Kpr64aLkV,Stronger & Better,Radical Redemption,hardstyle,Energetic & Danceable,58,0.353,0.915,0.371,154.859,0.225,0.145,0.116,7.61e-05,-2.691,3.048
5Njrdd3SA4fOsDMPVphxSb,Maria Magdalena - Remastered,Sandra,synth-pop,Energetic & Danceable,58,0.629,0.726,0.892,104.114,0.0578,0.0251,0.355,0.0115,-8.161,4.007
27uBwOJbW6kHsCbKGukxMK,At The Cross (Love Ran Red),Chris Tomlin,world-music,Energetic & Danceable,58,0.391,0.535,0.127,145.937,0.00324,0.0291,0.205,0.0,-4.516,4.177
1sxh0eqIb8ulYypPuq6ZRu,"Bhaag D.K. Bose, Aandhi Aayi",Ram Sampath,pop-film,Energetic & Danceable,58,0.66,0.926,0.731,109.997,0.0948,0.0296,0.248,0.0,-3.452,4.022
7gl8XJ8EmiObfSFppTATt6,Twist,Neeraj Shridhar,hip-hop,Energetic & Danceable,58,0.719,0.945,0.748,109.014,0.033,0.136,0.0857,7.26e-05,-4.977,4.991
5lLRB1nnTy1p8nFaH1Vdyf,Humnava,Mithoon;Papon,pop-film,Acoustic & Mellow,58,0.314,0.478,0.276,199.631,0.783,0.0412,0.147,2.08e-05,-7.201,5.481
4cKmnSLAhwxaWKXQhfz5Ju,Main Titles,Ramin Djawadi,german,Instrumental,58,0.194,0.695,0.481,170.684,0.176,0.0578,0.12,0.893,-10.809,1.853
7IO5iU84tFIZ4kfvhrg4oZ,Kadhal Ara Onnu Vizundhuchu,Sean Roldan;Shakthisree Gopalan,pop-film,Energetic & Danceable,58,0.638,0.731,0.684,89.928,0.101,0.0641,0.248,3.34e-05,-4.537,3.755
3Bh8VEMG1ugQgDHsuxJkat,Mayilrage,Madhusree;Naresh Iyer,pop-film,Energetic & Danceable,58,0.732,0.654,0.724,122.049,0.464,0.0396,0.123,5.49e-05,-7.583,5.381
6L9vUQRiVybGvtAatCdRhw,worthless,eli.,sad,Energetic & Danceable,58,0.675,0.53,0.0832,124.991,0.016,0.0385,0.111,0.0,-4.196,4.504
7al8tT3OvhGVVOj2ThN1GI,Yaaro Manathile,Harris Jayaraj;Bombay Jayashri;Krish,pop-film,Acoustic & Mellow,58,0.659,0.454,0.546,166.948,0.679,0.28,0.16,8.27e-06,-8.969,5.057
7j6Cb59M9yOq3aw4fmDzQj,Unna Vida,Kamal Haasan;Shreya Ghoshal,pop-film,Acoustic & Mellow,58,0.712,0.439,0.491,120.016,0.49,0.0332,0.0873,0.000179,-11.056,6.42
7MSQGZBn01h5QrAZDjMg2M,"Alaikadal (From ""Ponniyin Selvan Part-1"")",A.R. Rahman;Antara Nandy,pop-film,Acoustic & Mellow,58,0.441,0.308,0.292,149.593,0.958,0.0407,0.0638,0.000231,-10.107,5.237
1iW2ktyrQHNKZwFTvgP0Ta,Burn - Remastered 2004,Deep Purple,psych-rock,Energetic & Danceable,58,0.387,0.94,0.582,98.533,0.0155,0.0376,0.327,0.023,-6.192,6.082
1t99uhmctVeG4FbC5giRCM,Idhayam Love (Megamo Aval),Santhosh Narayanan;Pradeep Kumar;Ananthu,pop-film,Acoustic & Mellow,58,0.296,0.298,0.243,178.292,0.777,0.0295,0.0909,6.6e-06,-10.167,4.852
6V0LX0hP1S0qH513CChAKt,Two Weeks,FKA twigs,trip-hop,Energetic & Danceable,58,0.479,0.716,0.338,109.748,0.0624,0.228,0.0814,0.000685,-6.663,4.126
4ECasrEmA3NeiHQpinwZ2A,Hare Krishna Hare Rama,Jubin Nautiyal,pop-film,Energetic & Danceable,58,0.546,0.639,0.414,100.026,0.151,0.0291,0.29,0.0,-7.94,5.152
102YVYHLNfgkfQP3qvDqsD,Koodamela Koodavechi,D. Imman;VV Prassanna;Vandana Srinivasan,pop-film,Energetic & Danceable,58,0.694,0.695,0.668,120.057,0.324,0.0276,0.177,0.0,-5.035,5.006
3PjMtNzwhDHqxoKudm6GvF,She's Leaving Home - Remastered 2009,The Beatles,psych-rock,Acoustic & Mellow,58,0.381,0.214,0.393,127.581,0.944,0.0337,0.106,0.0,-11.629,3.586
7LuYc1yBvfvvLC1O7Ng4v4,Uyirin Uyire,KK;K. S. Chithra,pop-film,Energetic & Danceable,58,0.689,0.805,0.834,135.528,0.485,0.058,0.142,1.46e-06,-8.496,5.357
56AecW9Anb0CY6HpgWvcg9,Let It Be Me,Ray LaMontagne,acoustic,Acoustic & Mellow,58,0.614,0.283,0.331,107.673,0.472,0.027,0.114,0.0,-8.008,4.67
7bj6z4jBc4z0RSUv4lUoru,Bio-logical,Soundtopia,sleep,Acoustic & Instrumental,58,0.0763,0.0261,0.0854,178.17,0.985,0.048,0.0891,0.976,-31.0,2.988
3XxBSvDZKH5YvZZjTpn6eR,Red House,Jimi Hendrix,psych-rock,Acoustic & Mellow,58,0.277,0.479,0.483,53.905,0.585,0.0495,0.16,0.0224,-8.483,3.839
5PezyvrAMMS1e2jZznCxxF,Skyline Pigeon - Piano Version,Elton John,piano,Energetic & Danceable,58,0.546,0.549,0.428,132.462,0.333,0.0289,0.158,1.54e-06,-8.675,3.937
2zT6KfK583MkcLIHLBO8De,Dil De Diya Hai,Anand Raj Anand,pop-film,Acoustic & Mellow,58,0.599,0.689,0.537,86.927,0.618,0.0452,0.119,1.1e-05,-5.668,6.112
3yJVVfQMLKNwHPaO5iHppk,IllLeaveItUpToYou,surrenderdorothy,emo,Acoustic & Mellow,58,0.655,0.284,0.484,111.388,0.722,0.0318,0.112,0.381,-15.018,1.9
1PINN6x0Riouab3wPSglpp,An Idea,Leo Brouwer;Zsófia Boros,guitar,Acoustic & Instrumental,58,0.294,0.00785,0.173,70.958,0.994,0.0667,0.0929,0.956,-29.64,2.642
5bsGv6kAydbH8VTW0xup9D,RESISTER,ASCA,anime,Energetic & Danceable,58,0.483,0.946,0.4,91.497,0.00997,0.0906,0.141,0.0,-3.059,3.785
0NZJG1tdCFfzSWKC5WqHa8,Overboard,Vwillz,sad,Energetic & Danceable,58,0.756,0.533,0.636,101.998,0.24,0.0416,0.111,0.0,-8.303,2.501
28odLhBa4Yh2yPoDWJMOPb,Shish Nawata Hoon,Jubin Nautiyal,pop-film,Acoustic & Mellow,58,0.382,0.688,0.468,83.227,0.464,0.0401,0.0857,0.0,-4.767,3.869
0ZNg3I2kga2XnqKp1Y9PeZ,Wo Ajnabee,Mithoon;Shilpa Rao,pop-film,Energetic & Danceable,58,0.82,0.795,0.779,104.988,0.237,0.225,0.0524,0.000297,-8.285,5.045
1aHRhPwlNTNdMsDcYicxb6,Do You Know,Diljit Dosanjh,pop-film,Energetic & Danceable,58,0.697,0.796,0.312,85.002,0.155,0.0742,0.162,0.0,-3.685,3.529
4PWxt9Fy949kUtkEi2GI5V,L'enfant sauvage,Gojira,french,Instrumental,58,0.143,0.995,0.079,87.803,0.000146,0.185,0.364,0.438,-5.698,4.296
4Tq1eNoLWXqJsizbNnobSz,"Devaralan Aattam (From ""Ponniyin Selvan Part-1"")",A.R. Rahman;Yogi Sekar,pop-film,Energetic & Danceable,58,0.828,0.707,0.441,141.096,0.303,0.362,0.0646,0.0,-9.517,4.554
0xGSeBsG4V8Scc5YqpZQ66,Maybe,Janis Joplin,psych-rock,Acoustic & Mellow,58,0.4,0.35,0.328,83.389,0.227,0.0345,0.103,0.0397,-11.401,3.652
5E3BVY66TEDexFutOO5GeS,I'm Looking Through You - Remastered 2009,The Beatles,psych-rock,Energetic & Danceable,58,0.667,0.498,0.774,85.843,0.00772,0.0364,0.0481,0.0,-11.027,2.44
0n099xB2P5c2ZLDazd3dgr,PAINT,I Don't Like Mondays.,j-rock,Energetic & Danceable,58,0.53,0.822,0.513,147.025,0.00823,0.0371,0.242,0.0,-3.299,3.473
5V1ohWM2iv4w8TUfA1LZGa,Are you even real,LRN Slime,sad,Acoustic & Mellow,58,0.785,0.287,0.244,114.003,0.627,0.0597,0.085,0.0698,-14.942,2.633
2cVGCUx6xnmcdIz2Ns9OLw,Safe - Joris Voorn Remix,Monkey Safari;Joris Voorn,deep-house,Instrumental,58,0.608,0.637,0.191,126.023,0.00178,0.0329,0.178,0.575,-9.265,4.9
